V1,V2,V3,V4,V5,V6,V7
0.018726998,-1.237850212,0.938914036,1.197333614,-0.561899783,-1.537877116,0.68761628
-1.80264464,-0.262304866,0.944649945,-1.151037236,-0.81864413,0.496386063,0.9556419
-1.97958544,0.416264979,0.866760294,-1.847482218,-0.309764886,0.477447693,0.89602085
-0.650953408,0.923990407,-1.215324843,-0.744025376,0.352664961,1.059417092,1.2619166
-1.217184861,-0.74323365,0.351958048,1.060952306,-0.754458573,0.231536136,0.73135136
0.742989747,-2.124706215,0.270966996,0.744905586,0.124382114,-1.223038777,0.89589007
-1.683985397,-0.423370323,0.523338423,0.983672613,-0.819431673,0.16986356,0.45959721
0.914974829,0.784042024,-1.542503686,-0.709737311,0.879452306,-0.76640908,1.2926801
-0.014650688,0.947175176,-1.245869264,-1.053965374,0.441381807,0.023051932,1.0777494
-1.306978648,-0.7009707,0.414041269,1.148244631,-0.715509505,0.222601362,0.68916581
0.030001961,1.04166314,-0.752806502,0.284694364,1.416073678,0.296147418,1.0268467
-0.639740469,0.358265064,0.693358131,-0.898776284,0.191168105,1.598182438,1.1876958
0.857526225,-1.351710119,1.036565369,0.841035784,-1.272631421,-0.983490477,0.72016981
-0.151981954,-1.156192016,0.929298395,1.210543591,-0.547761179,-1.549802522,0.76161436
1.525086144,0.51380278,-1.502304098,0.952531085,0.81433262,-2.1549367,0.96133342
-1.854660487,-0.305699886,0.481538008,0.492740373,-1.003878991,0.118090906,0.47508171
-0.793574201,-1.305786569,0.271259445,0.202740106,-1.053028461,0.244493773,0.62485209
1.38221063,-0.532297923,0.20025942,1.618376679,0.267404616,-1.900165583,0.69548843
-1.241338004,1.075596995,0.742895486,-2.125672987,0.271693917,0.743290166,0.96837958
-0.299627472,0.926710699,-1.494797997,-0.638711946,0.358182223,0.691998141,1.3041931
0.02537793,1.322384653,-0.598501586,0.073159197,1.227797522,0.685791411,1.1394608
0.90472848,-1.374676267,1.065237848,0.685435064,-1.976636024,-0.015807587,0.80946851
0.471145866,-0.944769747,0.241269403,1.192958416,0.370119221,-1.517281114,0.63070745
1.275499713,0.242239172,-0.391884589,1.271981473,0.519364803,-1.728131432,0.9738468
-0.209396652,-0.923387403,0.34728073,1.494944684,-0.434308177,0.138970132,0.4176362
1.447036534,-0.282514277,0.087624814,1.508684827,0.34414932,-1.980054347,0.79955359
-0.447172462,0.861086192,-0.543524436,-1.222701186,0.514098767,1.274496957,1.0242649
-1.214576458,1.117527838,0.64543008,-1.800914,-0.262068863,0.943452668,1.0000682
0.730637366,-1.916900414,-0.128520514,0.555418402,0.630493764,-0.997129992,1.1312591
-0.112609681,1.161830432,0.820763056,-1.529291595,0.977016818,0.999969924,1.0147847
0.746279206,1.018645352,-2.263303321,0.45001427,1.030619835,-0.797912,1.2457878
-1.103935387,0.694260456,1.354992226,-0.360428045,0.138679269,1.622995657,1.1389931
0.210641446,1.389554399,-0.263059068,-1.198866499,0.907314131,0.992543944,1.0920087
-1.365979589,-0.696708791,0.69098657,1.257466403,-0.633021126,0.171337973,0.65946924
-0.671133119,-0.024103931,1.120408654,0.586200742,-1.327410521,-0.651887515,0.85978495
-2.266209208,0.450654719,1.030080453,-0.795905551,-1.324328872,0.29273944,0.95321724
0.886973978,0.928073937,-1.21271904,1.116971888,0.64606449,-1.8031755,0.94120299
1.673106936,0.306597228,-1.665453875,0.855227453,1.167023741,-0.372899105,0.77306455
0.907002058,0.994667642,-2.206600981,0.606289185,0.878721145,-1.434041733,1.1367408
0.533572203,-1.09664377,0.036574959,1.345017184,-0.493427663,-0.2483625,0.45656108
1.092735143,-0.669303284,-0.024790302,1.120845194,0.586623665,-1.331201769,0.5119575
-0.002989399,0.93732991,-1.322345298,-1.001221646,0.482347572,-0.026242317,1.1896694
0.287322798,-0.974544488,0.188857954,1.465854458,-0.512803561,0.156080776,0.81642087
0.762435617,0.033635837,-1.319932886,0.001733424,0.908640022,0.820482969,1.0752383
1.117004021,0.646295319,-1.800200923,-0.263035654,0.945210433,-1.15313381,1.2744439
-1.599897877,0.860044547,0.878116846,-2.184731703,0.278452255,0.943602036,1.0131445
1.241018526,0.50144131,-1.551559869,-0.400894005,0.933783394,-1.31474176,1.2921798
0.852087411,-0.740826116,-0.995153823,0.50949407,1.45765316,-0.3132544,1.1667915
-1.15512173,0.057774829,1.149335954,-0.557444563,-0.368379137,1.048456657,0.96415425
-1.718676834,-0.250828396,0.933954515,-1.313407474,-0.696097667,0.429621626,0.86434525
-0.12288892,-0.914385126,0.339020014,1.520194738,-0.12917762,-1.655242993,0.42059572
0.227406856,0.850579185,-0.19913261,-1.277311675,0.062181112,0.778203407,1.0269127
-0.946661892,-0.150712944,0.99281736,0.904824512,-1.373868736,1.064118651,0.7382647
0.900394847,-1.991113102,0.799580646,1.098451853,-0.674229243,-1.429721107,0.73853971
0.253527574,0.468701503,-0.945071583,-0.151429592,0.993365948,0.903249675,1.1422917
-0.556099884,0.164811433,1.386358215,0.304141262,-1.78367642,0.036996591,0.72563393
1.52149917,-0.413354453,0.112698924,1.392330552,0.57837382,-1.269465026,1.1151699
0.674325329,-2.11301426,0.44267356,0.859831505,-1.649954144,-0.466675653,1.0286336
-0.030668068,1.397457294,0.384271337,-1.873526992,0.097551112,0.901258396,0.95144881
-0.392922824,1.272517784,0.518699085,-1.725888972,-0.236180731,0.932203219,1.0199875
0.505915726,-0.999780609,0.121795869,1.465876548,-0.248561238,-0.880215931,0.50441461
0.523026572,-1.276023137,1.002650725,1.051521089,-0.869060813,-1.362995426,0.74498806
0.156474476,-1.67820313,0.804085287,0.891032677,-2.18180213,0.237335551,0.75185473
1.487740771,0.557900844,-1.566044673,0.935409364,0.804204981,-2.127655725,1.1903709
-1.500792459,0.345868696,-0.052027743,-0.927935254,0.311168927,1.498612706,1.2509608
0.440489487,0.025544404,-1.14453976,0.251988492,1.091386111,0.424579791,1.1495807
0.922717281,-2.19076293,0.216170208,0.985238813,-1.02149167,-1.209484685,1.0604924
-1.429059441,0.317744286,0.045597224,-1.057703533,0.395239633,1.276954459,1.100733
-1.135609372,0.017536417,1.28805106,-0.571012535,-0.08288661,1.14517116,0.85235412
-1.146329136,0.25265403,1.090861745,0.426276073,-1.390399155,-0.437412503,0.68218882
-1.496936926,-0.637933562,0.357476675,0.693626575,-0.897402352,0.188735642,0.82407983
-0.052726806,-0.927120228,0.310451761,1.500036489,-0.443385744,0.142209254,0.50582127
-0.953170609,0.239538405,1.427184832,-0.224630892,-1.318362801,0.875762414,0.83530455
-0.91177139,-1.230669621,0.687154093,1.325047586,-0.254035408,0.095604382,0.57879852
-0.140004495,-1.371865195,0.190166685,0.957077703,0.649048298,-0.746751313,0.43541986
-2.098848775,0.214418995,0.700767381,0.224363469,-1.180969444,0.032359685,0.74030148
-0.182798363,-1.278286174,0.0588043,0.79817979,-0.813780629,0.320030092,0.43462242
-2.074891425,0.014024333,0.647967695,0.160291677,-1.152244797,0.055294622,0.89530783
0.846913398,-1.253966551,-0.998443138,0.812164252,-0.708181206,-1.026910053,1.1183329
-1.563302524,0.366343334,-0.122119906,-0.915198539,0.339730123,1.518776071,1.0852244
-0.284796172,0.108873781,1.57154178,0.47773269,-1.551995353,0.921223781,0.57304964
-0.55842399,-0.36866979,1.049585988,0.94436299,-1.746874784,0.932779037,0.68171599
1.003004218,1.052085331,-0.870069627,-1.360845607,0.597889107,-0.389016407,1.2543878
0.436536036,1.511787752,-0.120761359,-1.766694989,0.607475881,0.932772408,1.1744959
1.311333641,-0.388125444,-1.522675319,0.746470902,1.018223213,-2.266577758,0.70900966
0.351525558,-1.873657444,0.112858662,0.707819569,0.603015181,-1.076691604,0.67096137
0.101445509,1.525311907,0.512972892,-1.502899915,0.952719403,0.812457749,1.0831242
-0.091671773,1.047891805,0.857317772,-1.352578944,1.037103149,0.83944476,1.0482488
-0.576944427,0.967439983,1.022128438,-1.857382412,0.893742617,0.976478037,1.0423877
-1.03790183,-1.105885651,0.665025708,1.367915951,-0.329943736,0.125906215,0.48423413
0.877231592,0.98694719,-2.227602013,0.555436958,1.033597903,-0.96144397,1.173896
1.002286293,-0.953985874,-1.289653001,0.665343086,-0.495161918,-0.96964273,1.0091917
-0.334243712,-1.621533014,0.684975966,0.995931384,-2.248883367,0.335078263,0.70489527
-1.8753015,0.097499974,0.902482977,-1.608305947,-0.518180066,0.410802574,0.98475452
0.878346056,-2.183757449,0.277727004,0.945166634,-1.218211101,-0.855491095,1.0282839
1.096169159,0.518590459,-0.670384255,1.243935675,0.674926804,-2.1163205,1.2374931
0.948852588,-2.22101105,0.296531582,0.983782181,-1.053140608,-1.20676539,0.69144384
0.513297005,1.276513407,0.065274731,-0.153820289,1.394247022,0.42439993,1.0391593
1.005060738,0.434317505,-0.450652836,1.331461715,0.600262289,-2.09263912,0.95811452
0.828230102,-0.138562585,-1.372191972,0.190237061,0.957263109,0.647025535,1.1340702
0.818943934,0.831658179,-2.104386712,0.094808185,0.676327755,0.136114772,1.2619116
0.497264816,1.46499811,-0.312612984,0.099734535,1.506258144,0.325327798,1.1291297
-1.125272443,0.324767658,1.163290623,0.326339723,-1.500805962,-0.265599443,0.75109199
-0.698558657,0.691863967,1.256976106,-0.634225634,0.173785989,1.706727953,1.1618652
-1.740120119,0.825310684,0.843274335,-2.13008185,0.140855798,0.71359155,1.0004197
-0.745117521,0.352744965,1.060539331,-0.755740902,0.233930336,1.662374915,1.1491174
-0.739798244,0.412268915,0.269864066,-1.005629449,0.15947784,1.415538867,1.1937155
0.159745854,-1.1529384,0.057066613,1.149783881,-0.556289227,-0.371312268,0.49228114
-1.876367557,0.113581768,0.70754554,0.602602762,-1.073127882,0.03861065,0.98716024
1.331623427,0.600469573,-2.089477236,0.452634175,0.836631264,0.077783091,1.1657704
0.757339409,1.078824858,-0.745090142,-1.397312699,0.346307922,0.014178364,1.1689429
0.556967988,-1.565769631,0.935045787,0.803921491,-2.123152469,0.185890887,0.80394987
-1.553755445,-0.400145752,0.933220082,-1.312604183,-0.918079637,0.353767833,0.63814517
0.352311562,0.994017387,-0.976506554,-1.0920861,0.608908621,1.393168125,1.2880301
1.001482606,-0.96330939,-1.180628555,0.678814612,1.34455501,-0.285858483,0.87913715
0.415228599,0.867684601,-1.846750818,-0.310762242,0.479622055,0.504576559,1.2550645
-0.495484142,-0.245766789,1.107288667,0.888624838,-1.661601812,0.941726096,0.83412675
-2.244619022,0.59024882,1.041013481,-0.798938368,-1.274646264,0.607392174,0.98090418
1.380830038,-0.316375818,-1.607644322,0.708258723,0.993498405,-2.253621889,0.72402007
-1.343580279,0.205335039,0.310444253,-1.016022697,0.223247836,1.128019463,1.0475442
1.62548427,-0.295549504,-0.0959392,1.240911518,0.501284906,-1.55437345,1.0871224
-0.354553789,-1.055919831,0.478998628,1.414539218,-0.074508724,-0.082935147,0.80267914
-0.713356095,-1.453994383,0.601804845,-0.445431996,-0.938963377,0.435221161,0.74633801
0.04499559,-1.056872066,0.394543242,1.27843448,0.244729663,-0.400443153,0.89924653
-0.068991658,0.970145256,-0.874341307,-1.095391289,0.576813039,1.402337469,1.0962164
-1.583315441,-0.369526827,0.68279784,1.045828428,-0.812477343,0.133044506,0.45032342
-0.574936402,0.201208747,1.629400354,0.230293159,-0.858352925,1.103071017,0.67763483
-1.667763117,0.855816564,1.166518066,-0.371000489,-1.520157311,0.187539195,1.0427545
-0.813109989,1.011049031,0.970388225,-2.082254442,0.754073654,1.078116826,0.96063866
0.935729233,-1.296434295,-0.744187668,0.501277376,1.311142808,-0.390775326,1.1549599
0.817393145,-0.872776805,0.185589043,1.625145136,-0.29529642,-0.097810262,0.59165129
1.010447387,0.971340188,-2.081430667,0.753758038,1.079754205,-0.736541916,1.3118017
1.285534309,-0.615726251,0.194773519,1.688817227,0.226714007,-1.600499726,0.44364773
0.973598462,-2.091263983,0.739330196,0.798455035,-1.680450665,-0.426033616,0.86867488
-0.93414789,0.107769363,1.583942349,-0.214551812,-0.677452179,1.053577154,1.1655135
0.827113428,-1.32413361,1.039557864,0.860467705,-1.2158509,-0.912219809,0.73976965
0.29218736,-1.89791138,0.217409426,0.7438859,0.504359667,-1.136373784,0.80493588
1.427149476,0.279669649,-1.836191499,0.138212548,0.900597693,-1.706914006,1.2338428
0.452264964,0.836960054,0.07954053,-1.287132387,0.013121271,0.908784249,1.2506686
1.511592775,-0.291336718,0.062653162,1.442968945,0.338710648,-1.908961109,0.69141844
-0.51622104,0.189745706,1.632851704,0.320492872,-1.527746285,0.832005081,0.63878936
0.849860251,-0.198492768,-1.276804618,0.06142211,0.780108901,-0.800383158,1.140066
0.420623648,0.442805276,-0.995778776,-0.364075589,0.92337009,1.01005492,1.0484442
-1.251900877,-0.810622283,0.5456545,1.371971723,-0.332387783,-1.624652234,0.49603224
-1.247933146,-0.105451621,0.903531851,0.898538948,-1.171206326,1.133165149,0.95039035
0.589339607,1.041984292,-0.798619536,-1.276261945,0.609450369,1.29569706,1.3084224
1.172953558,-0.443082501,-1.100191309,0.896731965,1.035935322,-2.174026779,0.60602798
0.284223695,1.416700335,0.297763557,-0.633218186,1.153708752,0.705829271,1.008759
0.111782792,0.672026331,-0.840660772,-0.090974153,1.04745464,0.856063947,1.1082236
0.973767775,-2.0778519,0.757230842,1.078264003,-0.744112204,-1.399471773,0.88156161
-0.371867281,-1.521040042,0.189225612,0.193169014,-0.988728506,0.395317347,0.95269846
-0.084431824,1.147236803,0.815748331,-1.463417591,0.995914415,0.965221518,1.0182334
-0.307263959,0.482359507,0.492550971,-1.005321157,0.120586523,1.455926139,1.0441989
0.386143787,1.275999652,0.209544765,-1.641523827,-0.038492644,0.913769077,1.0018949
-0.025979893,-1.716376277,0.726523326,0.922802451,-2.1895361,0.214501237,0.70015343
1.276105794,0.065985138,-0.15375529,1.394341649,0.426621715,-1.936708792,1.041653
-2.038149525,-0.102665994,0.633332029,0.099110352,-1.233195883,-0.036572622,0.63400337
0.779638413,-0.79757747,-0.052794857,1.076434488,0.827524866,-1.327139664,0.82795383
-0.121529017,-1.765773698,0.606831935,0.934339754,-2.165279129,0.113160124,0.61326177
-2.151219473,0.612221429,1.018762765,-0.335652534,-1.468185983,0.365076941,0.64946966
-0.97624682,-1.29188631,0.59886358,-0.353697451,-1.055276075,0.477499839,0.6497507
1.464728263,-0.312003428,0.099699768,1.506424551,0.327638151,-1.973685832,0.75710433
0.99571268,0.967355609,-1.027847798,-1.116198726,0.684535213,1.356512404,1.2527158
1.051513681,-0.869608844,-1.360305683,0.597473403,-0.386067448,-0.984161617,0.97118023
-1.315575316,1.044320704,0.83920426,-1.270561111,-0.980351856,0.817487653,0.84771779
1.495515495,-0.484699923,0.041581823,1.261155918,0.696885034,-1.350854718,0.85006682
0.526369521,-1.114672266,0.025999123,1.32185466,-0.597559863,0.0713733,0.59002711
1.138009964,0.723704372,-1.291640431,-0.83109079,0.895471177,-0.978007122,1.3087379
-2.187592597,0.228580417,0.849659442,-0.19921547,-1.275695321,0.059633235,0.53047422
0.112324154,0.708427356,0.602370133,-1.074614425,0.041177321,1.392035049,1.1771304
-1.236173629,-0.03405747,0.928161636,0.848481528,-1.09767224,1.129782271,0.70404249
0.098447774,-1.70191018,0.775152687,0.901044426,-2.18343148,0.226165205,0.68881096
-0.361288449,0.138649273,1.623753213,0.389819628,-1.736515567,0.823122541,0.59077914
1.524743538,-0.150531296,-1.156576336,0.929659711,1.210566672,-0.550854816,0.63648886
1.041405259,-0.798139685,-1.275755302,0.609042074,1.297139927,-0.09735438,0.9656652
1.149835836,-0.556676476,-0.369264227,1.049994652,0.944556538,-1.751041357,1.0509675
0.064330766,-0.966291109,0.212579259,1.425868431,-0.224320603,-1.256918373,0.69306586
0.000624497,-1.123110914,0.323988205,1.163744043,0.326929066,-1.504752359,0.59968946
0.436543551,1.385413883,-0.300835204,-1.572351217,0.743938951,0.991921282,1.1223002
-2.193704819,0.216920886,0.984855629,-1.022945122,-1.205802249,0.37232527,0.74508986
-1.117515712,0.684785818,1.357442397,-0.341592562,0.131722688,1.597479789,1.139917
-1.496314444,0.064422008,0.445146696,-0.910021288,0.374235975,1.447580529,1.0750322
0.872066862,1.138018379,-0.574313742,-1.477259747,0.292487543,0.047154902,1.2463125
-0.593943782,0.925910691,-1.046919386,-1.035678613,0.254652436,0.466377663,1.1861871
0.52638632,-1.19491863,1.023445824,1.002323422,-0.95339449,-1.292296997,0.68845995
-2.169417639,0.115618321,0.872887488,-0.319675707,-1.27004931,0.082660401,1.0176181
-2.078288396,-0.095171099,0.881467504,-0.451393805,-1.241013168,0.110581625,0.84775775
-0.69461387,0.420091853,1.145614767,-0.718333516,0.223590016,1.67135556,0.78301903
0.696528846,0.534522147,-1.097043978,0.036584879,1.344954146,-0.496472684,1.1505047
1.549256882,-0.114155937,-1.252916245,0.914258821,1.222386225,-0.495911317,0.64708026
-1.859147166,0.894100766,0.977653945,-1.036632912,-1.105216223,0.663647373,0.95387123
-0.001233267,1.498253438,0.421661178,-2.010401399,0.504463867,0.850868766,1.1176213
-0.025462182,1.121400654,0.585974566,-1.329060016,-0.648703557,0.921839814,1.0385725
-1.28868137,0.341596538,1.076577618,0.448279301,-0.535141941,1.266292761,1.0303591
-0.288230984,0.102711069,1.52421214,0.513170332,-1.50113909,0.950968356,0.95158341
0.707238928,-1.363642253,-0.697215705,0.691254081,1.257459433,-0.636191052,1.049342
-0.936636624,0.186212728,1.54835878,-0.114867953,-1.251812848,0.912686379,0.97259709
0.966722029,-1.027429123,-1.115755063,0.684175035,1.357900905,-0.343483714,0.8757561
1.389229409,-0.262436286,-1.198390309,0.907096716,0.994257823,-2.209838704,0.94462558
-0.242657278,0.943119918,-1.200414482,-0.78280227,0.483164388,1.340381094,1.2160319
-1.60989587,0.708866455,0.992949849,-2.251246103,0.353313557,0.991893442,1.0857176
0.26194034,0.933402317,-1.284601047,-0.788983126,0.544230899,1.333671904,1.2567316
-1.461402414,-0.790175784,0.385738436,0.289775257,-1.060791263,-0.091779946,0.65552332
-0.301782574,-1.571454547,0.743328727,0.993473621,-2.251809336,0.39643584,0.6405971
0.12127028,1.466388295,-0.24941672,-0.8781886,0.967702463,1.127872304,1.0432715
0.425890938,-1.391215183,-0.435321689,0.928389079,-1.440278417,-0.730575369,0.87553815
-1.0261073,0.18491827,0.872844208,-0.673113599,-0.574786628,0.965305924,0.7079043
1.041083873,-0.752314425,0.284586821,1.416182292,0.298483858,-0.635183348,0.88290244
-0.684896903,0.874851983,1.096490779,-1.852006834,0.915276986,0.781838177,0.97057086
1.065653802,0.686045687,-1.977918532,-0.013999571,0.946789758,-1.24848491,1.2964341
-0.814931149,0.135495139,1.685612527,-0.133560248,-0.5498566,1.111053371,0.78886291
0.873068156,-0.672330857,-0.575722723,0.966865015,1.022669784,-1.859658243,0.77144492
1.267898724,0.532432231,-1.814688377,-0.130915027,0.934305273,-1.35595882,1.1458853
0.035964321,1.345544243,-0.494343654,-0.246495481,1.107808975,0.887045891,1.1108497
1.653012104,0.015422116,-0.468320522,1.137965148,0.723433771,-1.294285714,1.1895283
-0.50329317,-1.378173949,0.1579105,0.378741803,-0.888773902,0.305550139,0.41993302
0.384007695,-1.872592166,0.096781158,0.902833737,-1.606477618,-0.521247236,0.71609613
1.368099686,-0.330214631,0.127632514,1.602217652,0.38406382,-1.870779314,0.51381033
0.173241566,-1.910147261,0.567994868,0.93380296,0.116423542,-1.357256113,0.80399406
0.443756843,-1.551643947,-0.343452372,0.930902067,-1.391485432,-0.870255246,0.71839537
-0.84214688,-0.090265164,1.046919418,0.857650755,-1.350914388,1.035427607,0.88724202
-2.191117857,0.249571371,0.855044254,-0.19850624,-1.280248564,0.058880119,0.53024321
0.671176891,-0.840192141,-0.090933882,1.047327032,0.857899835,-1.354726666,0.50025043
0.555111285,0.630716588,-0.994676994,0.103951389,1.495095577,-0.487386553,1.1586073
0.608190006,0.577183201,-1.038109634,0.076549699,1.433428596,-0.539016999,1.1159711
-0.635251447,0.17377404,1.707431328,0.115926212,-0.837311075,1.040851259,0.63810292
-0.558228639,0.184149141,1.426373114,0.279007535,-1.834944005,0.13644316,0.75294149
-0.003559628,1.093276686,-0.66981751,-0.024804537,1.12092572,0.584545045,1.1263864
0.216979258,0.744489117,0.503690241,-1.134281462,0.01762864,1.287076135,1.2107723
-1.498596819,-0.290084005,0.925958778,-1.523556653,-0.737437888,0.409923601,0.93051649
0.626960833,-1.951657602,-0.002339924,0.936751127,-1.321224749,-1.0032802,0.80087884
-0.399420976,1.268918411,0.522543045,-1.71699689,-0.25059829,0.932750312,1.0147037
-1.537253333,0.410869895,-0.168512183,-0.980241065,0.438757398,1.48304705,1.2225208
-1.101936426,0.897315818,1.035397254,-2.171671188,0.693452198,1.04762762,1.0976735
-1.158377724,0.930239392,1.210071757,-0.54891105,-1.545815851,0.425629344,1.0435853
0.503545777,-1.133440293,0.016838937,1.288553588,-0.56984851,-0.08556429,0.57871635
0.375138843,0.510243606,-0.953579171,0.169014548,1.524287267,-0.153090769,1.0815601
0.310106932,-1.01519651,0.222508944,1.129537271,0.576403306,-0.819503111,0.46922499
-0.839795808,1.042956582,0.981122077,-0.948282817,-1.263147035,0.725719089,0.98098646
0.154782533,-1.666862675,0.810029646,0.891912753,-2.184752427,0.248672543,0.75906667
1.153703526,0.708062029,-1.363971224,-0.697494622,0.691609725,1.25598106,1.2538876
1.134271359,0.404496336,-1.4413685,-0.383221176,0.928804788,-1.462052755,0.96686921
-0.696450459,0.42591455,1.157722976,-0.71421947,0.223641895,1.651271299,0.87145976
-0.538043358,0.077670997,1.262662994,0.670103096,-1.256187937,1.029458629,0.66278967
0.848351459,-1.098337791,1.130858978,0.653954671,-1.666886305,-0.4403296,0.69815644
-1.775679387,0.872769577,1.137021945,-0.574544282,-1.475515342,0.290145739,0.92333217
-1.206025633,0.414428627,0.001270369,-1.123950774,0.324702027,1.162234916,0.8433843
1.036952708,0.841626694,-1.273739961,-0.981436944,0.81728508,-0.695878093,1.1280089
0.878373464,-1.430995016,-0.908305546,0.74024189,-0.456557414,-1.14976176,1.0720927
1.385085867,-0.300222504,-1.571728072,0.74361684,0.993635718,-2.256427711,0.88891917
0.185008201,1.549464991,-0.114818281,-1.253413898,0.914471649,1.220876469,1.1430802
0.278533431,-1.835988555,0.138162641,0.900375974,-1.702786882,-0.636691479,0.84987188
-0.717842553,0.225017929,1.670688476,0.157022274,-1.67723965,0.802796993,0.73710872
1.11260496,0.901076871,-1.991274658,0.799890902,1.09854672,-0.677436041,1.0889124
-0.344442273,0.931481591,-1.392623343,-0.868230442,0.389820388,0.235102144,1.2807229
-0.991401806,0.397668217,1.358453733,0.154864718,-0.332687488,1.272638694,1.0158088
1.46609736,-0.513168456,0.157787549,1.41608377,0.295832119,-1.829349471,1.0158501
0.373618115,0.065623433,-0.966726097,0.212658457,1.425753613,-0.227124834,1.1395672
0.925246818,-1.046505801,-1.035266631,0.254016776,0.468561921,-0.947492461,1.0781429
-1.504116974,-0.262997175,0.924500953,-1.553410672,-0.63761287,0.373845465,0.90976389
-0.800063688,-1.275402788,0.608806911,1.297172325,-0.094666161,-0.002394864,0.5500668
-1.877797926,-0.4181674,0.728074336,-0.240380587,-1.285638315,0.339224332,0.7783259
1.03046132,-0.795107252,-1.325450187,0.294469172,0.147508788,-1.069760528,1.0462772
-0.832235534,0.895830215,-0.975566498,-0.837044823,0.437440778,1.383438872,1.1135407
0.223856354,-1.181677814,0.034146516,1.129368501,-0.70617016,0.056304713,0.71548595
0.693427267,1.356046832,-0.360281753,0.13796929,1.624145929,0.388114094,1.1926843
0.781930116,-1.063734244,-0.979503907,0.882983427,-1.027824204,-0.854773156,0.94451157
-1.324280513,-0.694602133,0.425108111,1.158174205,-0.712963731,0.221238489,0.54492361
0.161797069,-1.259485236,-0.150832573,0.887080729,0.927698333,-1.215313221,0.80007945
-1.46494434,0.996325086,0.966404709,-1.028256859,-1.114685552,0.682544202,0.96856037
-1.067620043,0.398739459,1.274874544,0.241572314,-0.39099391,1.270499814,0.58564424
-1.677405683,0.799396345,0.897051793,-2.189152671,0.249544376,0.853788956,1.0290172
-1.478794859,0.292536613,0.04893216,-0.925246604,0.309616976,1.519804413,0.95203759
-0.310475304,0.934614477,-1.305029106,-0.701757071,0.414732844,1.146731571,1.1539455
1.211923104,-0.555661733,-1.547012213,0.451605652,-0.241504784,-0.950915642,0.900686
0.744712944,0.124344769,-1.220439597,0.030626119,1.041229175,-0.755102889,1.2041235
0.597191693,-0.386367194,-0.98171701,0.387702939,1.402890263,-0.134928273,1.1335086
-1.727574288,-0.236403427,0.933407776,-1.322838691,-0.694144019,0.423574429,0.85459323
-0.10686933,0.904465972,0.898189878,-1.17275572,1.134753316,0.639480237,1.0933045
1.210632253,-0.548144044,-1.546991898,0.427325361,-0.207696007,-0.926240963,0.84210523
0.942468624,-1.200041862,-0.782489787,0.482675166,1.341784015,-0.35645315,1.081798
-0.270109738,-0.828674058,1.002686497,0.973652911,-2.090088275,0.737999973,0.70259273
-0.130780483,-1.652112136,0.742197267,0.948921978,-2.219768679,0.294914646,0.63437176
